"","long","lat","order","piece","id","group"
"114",312575.594199281,429559.344853592,58,"1","1","1.1"
"115",312679.974842641,429468.767269795,59,"1","1","1.1"
"116",312754.146807226,429334.25913302,60,"1","1","1.1"
"117",312772.276996291,429298.959831762,61,"1","1","1.1"
"118",312789.027675413,429266.350336367,62,"1","1","1.1"
"119",312862.849382705,429122.612288037,63,"1","1","1.1"
"120",312932.302658264,428893.055213443,64,"1","1","1.1"
"121",312964.874223162,428797.236312708,65,"1","1","1.1"
"122",312991.785207716,428718.04718683,66,"1","1","1.1"
"123",313027.62664236,428612.59847977,67,"1","1","1.1"
"124",313028.476788546,428610.118583986,68,"1","1","1.1"
"125",313140.670066671,428359.201994471,69,"1","1","1.1"
"126",313269.121496576,428215.744835275,70,"1","1","1.1"
"127",313322.312096617,428156.346194336,71,"1","1","1.1"
"128",313333.003525124,428081.606820102,72,"1","1","1.1"
"129",313345.264268296,428018.317495914,73,"1","1","1.1"
"130",313365.05599218,427916.108576577,74,"1","1","1.1"
"131",313367.026647882,427862.438839291,75,"1","1","1.1"
"132",313369.868007866,427784.89933374,76,"1","1","1.1"
"133",313361.319494879,427696.589898125,77,"1","1","1.1"
"134",313353.840603856,427619.410084988,78,"1","1","1.1"
"135",313328.962563263,427523.060560345,79,"1","1","1.1"
"136",313311.103645401,427453.910621974,80,"1","1","1.1"
"137",313220.285750276,427373.829703605,81,"1","1","1.1"
"138",313118.777470482,427304.4283904,82,"1","1","1.1"
"139",312953.170084782,427208.33636383,83,"1","1","1.1"
"140",312760.844452697,427005.464363893,84,"1","1","1.1"
"141",312595.227896126,426872.002563492,85,"1","1","1.1"
"142",312545.218258063,426856.852069556,86,"1","1","1.1"
"143",312418.92992988,426818.610249232,87,"1","1","1.1"
"144",312151.812090381,426786.576015072,88,"1","1","1.1"
"145",311890.90372114,426779.691713121,89,"1","1","1.1"
"146",311854.413477829,426814.161146268,90,"1","1","1.1"
"147",311828.333278951,426838.790318698,91,"1","1","1.1"
"148",311650.893008729,426934.066745763,92,"1","1","1.1"
"149",311555.813381444,426941.465159837,93,"1","1","1.1"
"150",311446.963848636,426949.933479111,94,"1","1","1.1"
"151",311200.665282524,426968.459363223,95,"1","1","1.1"
"152",311116.476336031,426935.538235653,96,"1","1","1.1"
"153",311017.937708548,426896.996984784,97,"1","1","1.1"
"154",311011.481886311,426887.321059817,98,"1","1","1.1"
"155",311011.481886311,426887.321059817,1,"1","2","2.1"
"156",311011.481234408,426887.319755963,2,"1","2","2.1"
"157",310973.789024128,426830.826553172,3,"1","2","2.1"
"158",310922.590631178,426754.096181306,4,"1","2","2.1"
"159",310829.905244819,426497.3865392,5,"1","2","2.1"
"160",310815.007175936,426379.006792602,6,"1","2","2.1"
"161",310800.079448082,426260.40734786,7,"1","2","2.1"
"162",310734.395111618,425938.148408224,8,"1","2","2.1"
"163",310740.487613124,425779.739714146,9,"1","2","2.1"
"164",310746.340101661,425627.830674036,10,"1","2","2.1"
"165",310770.903868802,425386.462651751,11,"1","2","2.1"
"166",310782.175437894,425275.733629416,12,"1","2","2.1"
"167",310883.709777107,424965.407245194,13,"1","2","2.1"
"168",310987.311941422,424799.769998742,14,"1","2","2.1"
"169",311003.152092703,424774.440495228,15,"1","2","2.1"
"170",311271.904467039,424535.736280994,16,"1","2","2.1"
"171",311549.634869575,424391.841820016,17,"1","2","2.1"
"172",311594.404986233,424368.642614618,18,"1","2","2.1"
"173",311923.244157449,424280.708629933,19,"1","2","2.1"
"174",312030.464035048,424263.250283873,20,"1","2","2.1"
"175",312197.01298685,424247.71313794,21,"1","2","2.1"
"176",312240.012775607,424246.713789658,22,"1","2","2.1"
"177",312249.49269749,424246.493920323,23,"1","2","2.1"
"178",312323.912186818,424244.765256936,24,"1","2","2.1"
"179",312385.881924182,424243.326170216,25,"1","2","2.1"
"180",312523.571090851,424239.658417548,26,"1","2","2.1"
"181",312759.469453373,424247.652206494,27,"1","2","2.1"
"182",312903.91862765,424249.764827035,28,"1","2","2.1"
"183",313183.287024213,424223.879285048,29,"1","2","2.1"
"184",313224.717102138,424215.740066287,30,"1","2","2.1"
"185",313443.466193113,424172.743856075,31,"1","2","2.1"
"186",313451.426181763,424171.174158434,32,"1","2","2.1"
"187",313587.695904674,424140.43664347,33,"1","2","2.1"
"188",313684.87571185,424112.338448809,34,"1","2","2.1"
"189",313799.246492473,424016.420804514,35,"1","2","2.1"
"190",313967.348062893,423856.704379622,36,"1","2","2.1"
"191",313972.203976288,423852.089831645,37,"1","2","2.1"
"192",313987.708216406,423837.355026129,38,"1","2","2.1"
"193",314012.616236418,423794.219083336,39,"1","2","2.1"
"194",314053.649666626,423723.156711563,40,"1","2","2.1"
"195",314084.843067708,423507.218620494,41,"1","2","2.1"
"196",314120.886404492,423293.440750119,42,"1","2","2.1"
"197",314156.396806981,423239.191672067,43,"1","2","2.1"
"198",314180.147522996,423204.852088287,44,"1","2","2.1"
"199",314306.079730985,423013.575450452,45,"1","2","2.1"
"200",314389.710419116,422939.697469963,46,"1","2","2.1"
"201",314438.240579493,422911.338366235,47,"1","2","2.1"
"202",314447.560539961,422905.888453319,48,"1","2","2.1"
"203",314501.000695086,422874.649565818,49,"1","2","2.1"
"204",314608.660513492,422843.891375151,50,"1","2","2.1"
"205",314846.738935099,422850.205199895,51,"1","2","2.1"
"206",315019.457536617,422863.408120465,52,"1","2","2.1"
"207",315079.937056209,422877.488982046,53,"1","2","2.1"
"208",315246.315304466,422916.211271082,54,"1","2","2.1"
"209",315441.362971905,422983.494061017,55,"1","2","2.1"
"210",315598.650111236,423086.055952082,56,"1","2","2.1"
"211",315650.369439709,423119.78656653,57,"1","2","2.1"
"212",315874.355444171,423275.639246601,58,"1","2","2.1"
"213",316030.361885211,423438.090874072,59,"1","2","2.1"
"214",316038.661684723,423446.741031154,60,"1","2","2.1"
"215",316106.529541806,423534.131576543,61,"1","2","2.1"
"216",316123.619384253,423551.531642713,62,"1","2","2.1"
"217",316154.208719991,423579.621813417,63,"1","2","2.1"
"218",316186.478032867,423609.242397481,64,"1","2","2.1"
"219",316222.897040539,423645.762661513,65,"1","2","2.1"
"220",316267.046146842,423686.102986193,66,"1","2","2.1"
"221",316304.275754259,423706.593489034,67,"1","2","2.1"
"222",316326.835362143,423715.223994929,68,"1","2","2.1"
"223",316343.585080672,423721.624182324,69,"1","2","2.1"
"224",316379.04486339,423733.36456454,70,"1","2","2.1"
"225",316405.154410867,423748.115042402,71,"1","2","2.1"
"226",316415.333946716,423761.654968177,72,"1","2","2.1"
"227",316468.423357378,423791.13572855,73,"1","2","2.1"
"228",316596.931142367,423870.377264782,74,"1","2","2.1"
"229",316678.969923899,423911.368499136,75,"1","2","2.1"
"230",316744.589467687,423908.629542329,76,"1","2","2.1"
"231",316812.949394313,423884.040825606,77,"1","2","2.1"
"232",316870.369735499,423840.332047647,78,"1","2","2.1"
"233",316892.250568346,423796.612585493,79,"1","2","2.1"
"234",316982.480763762,423736.49449758,80,"1","2","2.1"
"235",317111.00141501,423646.337137997,81,"1","2","2.1"
"236",317162.947274883,423600.759211414,82,"1","2","2.1"
"237",317223.112354543,423547.969535981,83,"1","2","2.1"
"238",317263.882789092,423513.710416136,84,"1","2","2.1"
"239",317343.423209298,423446.872145786,85,"1","2","2.1"
"240",317493.814411572,423323.915336322,86,"1","2","2.1"
"241",317644.204798205,423231.018632364,87,"1","2","2.1"
"242",317764.524823101,423187.300774949,88,"1","2","2.1"
"243",317865.696000035,423080.742902783,89,"1","2","2.1"
"244",317868.496090592,423075.403058475,90,"1","2","2.1"
"245",317925.847422392,422965.984817442,91,"1","2","2.1"
"246",318020.465247085,422833.916819194,92,"1","2","2.1"
"247",318027.849128257,422820.637296213,93,"1","2","2.1"
"248",318092.185873254,422706.772737316,94,"1","2","2.1"
"249",318128.631301227,422642.270250705,95,"1","2","2.1"
"250",318132.594506111,422631.650512128,96,"1","2","2.1"
"251",318132.594506111,422631.650512128,1,"1","3","3.1"
"252",318191.973798768,422472.532406793,2,"1","3","3.1"
"253",318238.047740303,422210.734798771,3,"1","3","3.1"
"254",318240.318292753,422176.304899086,4,"1","3","3.1"
"255",318241.82851447,422153.53525716,5,"1","3","3.1"
"256",318248.710267695,422049.365790933,6,"1","3","3.1"
"257",318253.641314747,421974.79646822,7,"1","3","3.1"
"258",318209.875795249,421718.637494353,8,"1","3","3.1"
"259",318135.789905576,421511.377363305,9,"1","3","3.1"
"260",318116.080930627,421456.227406086,10,"1","3","3.1"
"261",318076.492010612,421396.157398304,11,"1","3","3.1"
"262",317949.296111512,421203.156535335,12,"1","3","3.1"
"263",317947.255973004,421200.066393574,13,"1","3","3.1"
"264",317933.686778281,421166.016305841,14,"1","3","3.1"
"265",317886.698837437,421048.106386853,15,"1","3","3.1"
"266",317787.122969032,420831.01616596,16,"1","3","3.1"
"267",317783.883181888,420814.836396225,17,"1","3","3.1"
"268",317778.063950343,420785.78634766,18,"1","3","3.1"
"269",317690.05774393,420588.166280594,19,"1","3","3.1"
"270",317674.730965069,420394.177296892,20,"1","3","3.1"
"271",317679.843719938,420210.388285699,21,"1","3","3.1"
"272",317680.183741543,420207.658369402,22,"1","3","3.1"
"273",317700.276301201,420047.029769804,23,"1","3","3.1"
"274",317756.47968427,419812.202319318,24,"1","3","3.1"
"275",317760.340245544,419779.462551729,25,"1","3","3.1"
"276",317766.701273216,419725.422915225,26,"1","3","3.1"
"277",317770.443821823,419553.444092919,27,"1","3","3.1"
"278",317771.81485857,419490.584527227,28,"1","3","3.1"
"279",317736.058316693,419306.805279816,29,"1","3","3.1"
"280",317715.620866401,419148.555858924,30,"1","3","3.1"
"281",317679.862502402,419056.665943975,31,"1","3","3.1"
"282",317676.863147218,419028.255802059,32,"1","3","3.1"
"283",317674.433484661,419005.185885516,33,"1","3","3.1"
"284",317669.644231012,418959.666357,34,"1","3","3.1"
"285",317536.807078687,418837.144975489,35,"1","3","3.1"
"286",317332.439181985,418791.191930371,36,"1","3","3.1"
"287",317213.450447612,418750.520188456,37,"1","3","3.1"
"288",317138.29146758,418724.829015335,38,"1","3","3.1"
"289",316908.384973178,418592.096310629,39,"1","3","3.1"
"290",316772.693468675,418524.303053623,40,"1","3","3.1"
"291",316772.693468675,418524.303053623,1,"1","4","4.1"
"292",316724.45784997,418500.203659612,2,"1","4","4.1"
"293",316356.602785215,418326.629081485,3,"1","4","4.1"
"294",316085.817304527,418168.36548516,4,"1","4","4.1"
"295",315922.650905043,417999.173847214,5,"1","4","4.1"
"296",315756.444381833,417863.112165865,6,"1","4","4.1"
"297",315464.079017184,417683.028403755,7,"1","4","4.1"
"298",315321.911942308,417556.977044825,8,"1","4","4.1"
"299",315244.024470487,417423.156476608,9,"1","4","4.1"
"300",315239.344781361,417415.116576975,10,"1","4","4.1"
"301",315169.059915918,417127.157409914,11,"1","4","4.1"
"302",315162.036306537,416733.849710814,12,"1","4","4.1"
"303",315177.956879635,416694.09024641,13,"1","4","4.1"
"304",315218.278241206,416593.381394241,14,"1","4","4.1"
"305",315320.289015424,416511.523532338,15,"1","4","4.1"
"306",315442.760613518,416353.336734919,16,"1","4","4.1"
"307",315598.082704132,416165.310387257,17,"1","4","4.1"
"308",315687.705528606,415971.312999445,18,"1","4","4.1"
"309",315696.668364747,415777.314626994,19,"1","4","4.1"
"310",315645.892370187,415562.425106656,20,"1","4","4.1"
"311",315618.652975188,415531.584858729,21,"1","4","4.1"
"312",315511.475761021,415410.203782063,22,"1","4","4.1"
"313",315466.347901846,415282.603728566,23,"1","4","4.1"
"314",315334.923026376,415025.92341687,24,"1","4","4.1"
"315",315167.657861146,414784.1620764,25,"1","4","4.1"
"316",315157.198311494,414771.351972127,26,"1","4","4.1"
"317",315124.878958508,414731.751770644,27,"1","4","4.1"
"318",315009.342152974,414590.160987628,28,"1","4","4.1"
"319",315009.345639579,414375.272290752,29,"1","4","4.1"
"320",315089.996747505,414279.764143604,30,"1","4","4.1"
"321",315197.536132908,414258.87603724,31,"1","4","4.1"
"322",315270.016290801,414229.167513882,32,"1","4","4.1"
"323",315314.026187328,414211.11814729,33,"1","4","4.1"
"324",315388.516350519,414173.359727961,34,"1","4","4.1"
"325",315403.457263285,414122.620256017,35,"1","4","4.1"
"326",315391.508035822,414071.890452426,36,"1","4","4.1"
"327",315388.519885768,413955.480991138,37,"1","4","4.1"
"328",315460.210255888,413904.752544816,38,"1","4","4.1"
"329",315561.770022531,413895.794181761,39,"1","4","4.1"
"330",315654.368870258,413922.65550888,40,"1","4","4.1"
"331",315699.168796811,413910.726395615,41,"1","4","4.1"
"332",315735.01930093,413868.937169346,42,"1","4","4.1"
"333",315779.820583813,413773.428439729,43,"1","4","4.1"
"334",315815.672201805,413663.00001158,44,"1","4","4.1"
"335",315842.552879855,413603.310826547,45,"1","4","4.1"
"336",316042.693232599,413498.854711288,46,"1","4","4.1"
"337",316306.572810911,413422.959340868,47,"1","4","4.1"
"338",316470.86259878,413384.162238059,48,"1","4","4.1"
"339",316522.212387691,413371.953230812,49,"1","4","4.1"
"340",316596.312050285,413354.32451619,50,"1","4","4.1"
"341",316736.712035662,413303.587080431,51,"1","4","4.1"
"342",316933.851894664,413240.910620657,52,"1","4","4.1"
"343",317080.221756678,413196.143254659,53,"1","4","4.1"
"344",317154.891675085,413169.28464249,54,"1","4","4.1"
"345",317190.742761448,413091.685684531,55,"1","4","4.1"
"346",317325.943921723,412965.34871993,56,"1","4","4.1"
"347",317463.254261725,412886.141488766,57,"1","4","4.1"
"348",317609.065716641,412743.284675022,58,"1","4","4.1"
"349",317725.147489735,412586.287849026,59,"1","4","4.1"
"350",317878.409126195,412422.15112838,60,"1","4","4.1"
"351",317894.359320135,412405.071691421,61,"1","4","4.1"
"352",317902.889538193,412395.931888052,62,"1","4","4.1"
"353",318040.210719284,412271.454889347,63,"1","4","4.1"
"354",318200.171056999,412195.078017462,64,"1","4","4.1"
"355",318330.400196795,412197.910124604,65,"1","4","4.1"
"356",318443.649682317,412182.351897437,66,"1","4","4.1"
"357",318600.010069572,412088.334944485,67,"1","4","4.1"
"358",318631.180381206,412069.585531351,68,"1","4","4.1"
"359",318809.551669926,411911.169504433,69,"1","4","4.1"
"360",318898.972884704,411807.981533448,70,"1","4","4.1"
"361",318911.903016625,411793.05208502,71,"1","4","4.1"
"362",318992.163907953,411700.423792516,72,"1","4","4.1"
"363",319264.536775989,411421.159961237,73,"1","4","4.1"
"364",319329.927139299,411380.611494578,74,"1","4","4.1"
"365",319567.307921083,411233.396113683,75,"1","4","4.1"
"366",319964.038082151,411076.92375207,76,"1","4","4.1"
"367",319997.928214631,411058.004231412,77,"1","4","4.1"
"368",320141.518537759,410977.827041682,78,"1","4","4.1"
"369",320213.799104493,410914.638750348,79,"1","4","4.1"
"370",320392.090496006,410758.762607042,80,"1","4","4.1"
"371",320444.293754299,410539.69494823,81,"1","4","4.1"
"372",320428.637331653,410331.065734381,82,"1","4","4.1"
"373",320401.039487654,410213.205991979,83,"1","4","4.1"
"374",320371.22167721,410085.916492027,84,"1","4","4.1"
"375",320375.871851878,410064.80669104,85,"1","4","4.1"
"376",320408.484035862,409916.628026228,86,"1","4","4.1"
"377",320424.195717334,409813.719181459,87,"1","4","4.1"
"378",320455.468796134,409608.890780339,88,"1","4","4.1"
"379",320528.551294688,409421.123196967,89,"1","4","4.1"
"380",320646.768224113,409177.27315182,90,"1","4","4.1"
"381",320676.257351321,408990.518271695,91,"1","4","4.1"
"382",320676.58818461,408951.418620807,92,"1","4","4.1"
"383",320677.149228042,408887.208905267,93,"1","4","4.1"
"384",320675.630992224,408781.299635837,94,"1","4","4.1"
"385",320674.282402374,408686.450220844,95,"1","4","4.1"
"386",320625.494162124,408609.020035353,96,"1","4","4.1"
"387",320614.774427728,408580.269787981,97,"1","4","4.1"
"388",320559.507234613,408432.039821857,98,"1","4","4.1"
"389",320493.500343578,408259.959777484,99,"1","4","4.1"
"390",320350.004403173,408067.818844067,100,"1","4","4.1"
"391",320200.768896621,407858.457631674,101,"1","4","4.1"
"392",320195.601918157,407849.01022434,102,"1","4","4.1"
"393",320065.883769819,407611.817161231,103,"1","4","4.1"
"394",320043.345250725,407528.647231205,104,"1","4","4.1"
"395",320028.576195468,407474.167197924,105,"1","4","4.1"
"396",320082.449602676,407239.369666313,106,"1","4","4.1"
"397",320068.101641525,407127.520202953,107,"1","4","4.1"
"398",320048.013834804,406995.600584476,108,"1","4","4.1"
"399",320016.448151492,406731.761812824,109,"1","4","4.1"
"400",319959.052350807,406508.062093768,110,"1","4","4.1"
"401",319938.962822633,406482.25218713,111,"1","4","4.1"
"402",319956.185567105,406304.453530463,112,"1","4","4.1"
"403",320154.218390148,406052.078287218,113,"1","4","4.1"
"404",320484.734044092,405582.166735862,114,"1","4","4.1"
"405",320558.61572755,405438.85858906,115,"1","4","4.1"
"406",320582.316436718,405392.889364897,116,"1","4","4.1"
"407",320800.427150857,405260.973607481,117,"1","4","4.1"
"408",320949.66810583,405154.866640056,118,"1","4","4.1"
"409",321018.551551594,404908.229469064,119,"1","4","4.1"
"410",321137.484503048,404691.452754253,120,"1","4","4.1"
"411",321335.51737661,404436.217525035,121,"1","4","4.1"
"412",321504.849396011,404241.211574813,122,"1","4","4.1"
"413",321657.0451254,404098.784464084,123,"1","4","4.1"
"414",321657.0451254,404098.784464084,1,"1","5","5.1"
"415",321685.661014019,404072.005613061,2,"1","5","5.1"
"416",321685.752611388,404071.860235998,3,"1","5","5.1"
"417",321923.860516823,404011.789836066,4,"1","5","5.1"
"418",321969.385870746,403990.057133589,5,"1","5","5.1"
"419",322027.380629061,403962.371610031,6,"1","5","5.1"
"420",322192.060930434,403883.764906223,7,"1","5","5.1"
"421",322238.651979172,403813.916159056,8,"1","5","5.1"
"422",322370.685664948,403534.539846024,9,"1","5","5.1"
"423",322474.239537842,403252.58341568,10,"1","5","5.1"
"424",322492.361223729,403138.764366098,11,"1","5","5.1"
"425",322501.402021514,403081.765038713,12,"1","5","5.1"
"426",322538.995675565,402844.726901236,13,"1","5","5.1"
"427",322567.46852986,402653.308795421,14,"1","5","5.1"
"428",322660.661874684,402423.081533206,15,"1","5","5.1"
"429",322671.024206209,402260.1126721,16,"1","5","5.1"
"430",322671.196484145,402128.963620283,17,"1","5","5.1"
"431",322650.488613768,402002.203944866,18,"1","5","5.1"
"432",322645.320267392,401896.144666792,19,"1","5","5.1"
"433",322644.221027315,401862.094775777,20,"1","5","5.1"
"434",322642.731808022,401815.954989502,21,"1","5","5.1"
"435",322632.373050795,401738.355271307,22,"1","5","5.1"
"436",322650.494400637,401645.226260737,23,"1","5","5.1"
"437",322654.364899879,401622.676349982,24,"1","5","5.1"
"438",322666.03572798,401554.686967415,25,"1","5","5.1"
"439",322668.616588939,401500.367584731,26,"1","5","5.1"
"440",322650.497755062,401438.277611032,27,"1","5","5.1"
"441",322634.969425557,401350.327898999,28,"1","5","5.1"
"442",322634.980996573,401239.748604832,29,"1","5","5.1"
"443",322616.862665585,401146.618680412,30,"1","5","5.1"
"444",322596.154877982,401014.689264574,31,"1","5","5.1"
"445",322590.986521388,400929.329805364,32,"1","5","5.1"
"446",322585.606922278,400905.539789351,33,"1","5","5.1"
"447",322572.867980467,400849.139875757,34,"1","5","5.1"
"448",322598.749155008,400756.010990168,35,"1","5","5.1"
"449",322699.710207154,400662.882995333,36,"1","5","5.1"
"450",322717.820389499,400635.313517588,37,"1","5","5.1"
"451",322754.08117433,400580.114585923,38,"1","5","5.1"
"452",322757.281189999,400576.564597835,39,"1","5","5.1"
"453",322826.561835561,400499.916345519,40,"1","5","5.1"
"454",322919.752706479,400422.318304683,41,"1","5","5.1"
"455",323028.483069719,400347.300496022,42,"1","5","5.1"
"456",323152.743556095,400269.702958652,43,"1","5","5.1"
"457",323246.674135904,400205.854937533,44,"1","5","5.1"
"458",323280.325189567,400136.005651367,45,"1","5","5.1"
"459",323313.986273413,400050.646820518,46,"1","5","5.1"
"460",323332.107455423,399967.867718098,47,"1","5","5.1"
"461",323337.288641533,399885.088405873,48,"1","5","5.1"
"462",323342.459545808,399833.348718593,49,"1","5","5.1"
"463",323368.349945153,399794.549362269,50,"1","5","5.1"
"464",323438.250868649,399719.530923648,51,"1","5","5.1"
"465",323492.611354683,399660.032208683,52,"1","5","5.1"
"466",323546.971957046,399613.473488884,53,"1","5","5.1"
"467",323642.761980768,399579.845005034,54,"1","5","5.1"
"468",323769.600772182,399605.716946641,55,"1","5","5.1"
"469",323865.389380044,399639.348535873,56,"1","5","5.1"
"470",323915.659593169,399607.109537485,57,"1","5","5.1"
"471",323957.08007427,399568.300328009,58,"1","5","5.1"
"472",323995.91030214,399539.851091366,59,"1","5","5.1"
"473",324047.681155052,399472.592509459,60,"1","5","5.1"
"474",324065.811897178,399423.443117083,61,"1","5","5.1"
"475",324060.632732641,399361.363130352,62,"1","5","5.1"
"476",324034.744177633,399286.343464524,63,"1","5","5.1"
"477",324014.035131852,399232.023376842,64,"1","5","5.1"
"478",324006.266710989,399138.893617804,65,"1","5","5.1"
"479",324032.157571843,399071.634616056,66,"1","5","5.1"
"480",324027.618947126,398987.785015708,67,"1","5","5.1"
"481",324069.039889378,398920.526265553,68,"1","5","5.1"
