"","long","lat","order","piece","id","group"
"482",324102.691027126,398845.517017373,69,"1","5","5.1"
"483",324122.291708884,398785.137969912,70,"1","5","5.1"
"484",324133.762193927,398749.798128215,71,"1","5","5.1"
"485",324211.42336277,398648.920033181,72,"1","5","5.1"
"486",324314.973841919,398576.48211926,73,"1","5","5.1"
"487",324480.654602972,398473.015691381,74,"1","5","5.1"
"488",324641.154690629,398400.588479298,75,"1","5","5.1"
"489",324681.02502963,398374.029506259,76,"1","5","5.1"
"490",324742.115327048,398333.330693746,77,"1","5","5.1"
"491",324773.177050644,398216.931866882,78,"1","5","5.1"
"492",324802.260964195,397972.39386969,79,"1","5","5.1"
"493",324810.032906371,397848.234839894,80,"1","5","5.1"
"494",324820.385457931,397685.265969996,81,"1","5","5.1"
"495",324835.927288368,397563.687046258,82,"1","5","5.1"
"496",324815.218828797,397473.147161007,83,"1","5","5.1"
"497",324722.02295337,397255.847080695,84,"1","5","5.1"
"498",324599.57820739,396982.576759172,85,"1","5","5.1"
"499",324573.159075167,396922.216522555,86,"1","5","5.1"
"500",324545.220368996,396858.406617168,87,"1","5","5.1"
"501",324485.682894929,396721.306500425,88,"1","5","5.1"
"502",324454.616629814,396514.357336464,89,"1","5","5.1"
"503",324395.081291298,396245.327806634,90,"1","5","5.1"
"504",324294.078604737,395829.388658633,91,"1","5","5.1"
"505",324247.482214142,395625.029327444,92,"1","5","5.1"
"506",324278.658525228,395215.722362283,93,"1","5","5.1"
"507",324283.739704883,395149.06278882,94,"1","5","5.1"
"508",324278.571518367,395032.913383997,95,"1","5","5.1"
"509",324239.21411997,394885.683705891,96,"1","5","5.1"
"510",324231.554827938,394857.033900595,97,"1","5","5.1"
"511",324117.657500532,394719.93290301,98,"1","5","5.1"
"512",324029.63852497,394704.411502391,99,"1","5","5.1"
"513",323869.139950207,394663.019042346,100,"1","5","5.1"
"514",323737.112123393,394580.237506093,101,"1","5","5.1"
"515",323646.514129542,394505.216465433,102,"1","5","5.1"
"516",323566.266139061,394404.325705517,103,"1","5","5.1"
"517",323553.328359674,394267.226341876,104,"1","5","5.1"
"518",323555.910431864,394137.88738026,105,"1","5","5.1"
"519",323584.391711412,394049.938374632,106,"1","5","5.1"
"520",323615.454184669,393886.969835289,107,"1","5","5.1"
"521",323693.126419979,393726.582029983,108,"1","5","5.1"
"522",323825.318132747,393572.025242756,109,"1","5","5.1"
"523",323946.990044512,393401.298016613,110,"1","5","5.1"
"524",324063.491296126,393287.48054659,111,"1","5","5.1"
"525",324208.451359618,393225.393532153,112,"1","5","5.1"
"526",324332.713064866,393072.776409023,113,"1","5","5.1"
"527",324377.133728974,393011.477571635,114,"1","5","5.1"
"528",324441.44464626,392922.749119759,115,"1","5","5.1"
"529",324733.976492442,392710.63511771,116,"1","5","5.1"
"530",324902.704918799,392571.47144543,117,"1","5","5.1"
"531",324902.704918799,392571.47144543,1,"1","6","6.1"
"532",324936.838046447,392543.31940591,2,"1","6","6.1"
"533",325053.327697842,392501.931426125,3,"1","6","6.1"
"534",325257.837355784,392452.785044939,4,"1","6","6.1"
"535",325389.858378199,392351.907820917,5,"1","6","6.1"
"536",325397.728157835,392345.418066539,6,"1","6","6.1"
"537",325469.10868599,392286.539598524,7,"1","6","6.1"
"538",325552.949562773,392217.391281688,8,"1","6","6.1"
"539",325661.680770136,392090.634014147,9,"1","6","6.1"
"540",325708.272741836,391963.885519887,10,"1","6","6.1"
"541",325725.163013767,391926.39605093,11,"1","6","6.1"
"542",325754.874115834,391860.416827884,12,"1","6","6.1"
"543",325786.06526471,391762.897976918,13,"1","6","6.1"
"544",325812.546691505,391680.128780896,14,"1","6","6.1"
"545",325825.729045272,391528.680057435,15,"1","6","6.1"
"546",325828.07933495,391501.640007997,16,"1","6","6.1"
"547",325830.672014287,391341.261087818,17,"1","6","6.1"
"548",325816.923457388,391251.411369661,18,"1","6","6.1"
"549",325797.015540645,391121.371875095,19,"1","6","6.1"
"550",325745.248023625,391002.381940117,20,"1","6","6.1"
"551",325690.890764102,390842.002098355,21,"1","6","6.1"
"552",325631.314462878,390646.302351314,22,"1","6","6.1"
"553",325615.776232204,390545.422412502,23,"1","6","6.1"
"554",325597.658322033,390405.733199462,24,"1","6","6.1"
"555",325584.719947087,390325.543345636,25,"1","6","6.1"
"556",325592.492177581,390183.264465507,26,"1","6","6.1"
"557",325618.374396378,390025.465900872,27,"1","6","6.1"
"558",325644.266343486,389890.956917641,28,"1","6","6.1"
"559",325644.267765037,389802.997668238,29,"1","6","6.1"
"560",325670.301198278,389586.619365195,30,"1","6","6.1"
"561",325693.60200616,389537.470050876,31,"1","6","6.1"
"562",325724.662681938,389485.730776503,32,"1","6","6.1"
"563",325766.083257148,389421.061777819,33,"1","6","6.1"
"564",325781.614343173,389358.982446082,34,"1","6","6.1"
"565",325781.615304651,389299.482843964,35,"1","6","6.1"
"566",325786.655942691,389260.493110204,36,"1","6","6.1"
"567",325791.976616881,389219.29336593,37,"1","6","6.1"
"568",325823.036966736,389167.554417305,38,"1","6","6.1"
"569",325843.747897986,389105.47516911,39,"1","6","6.1"
"570",325859.289417536,389002.875961439,40,"1","6","6.1"
"571",325856.701496942,388889.056559866,41,"1","6","6.1"
"572",325843.763881939,388741.607276884,42,"1","6","6.1"
"573",325812.695441826,388648.477132339,43,"1","6","6.1"
"574",325779.047012355,388576.047094312,44,"1","6","6.1"
"575",325763.5179741,388511.377174711,45,"1","6","6.1"
"576",325751.338303766,388499.857193035,46,"1","6","6.1"
"577",325714.329264833,388464.816774028,47,"1","6","6.1"
"578",325662.559956372,388436.356289665,48,"1","6","6.1"
"579",325582.311290144,388376.855064689,49,"1","6","6.1"
"580",325515.002871678,388301.844502283,50,"1","6","6.1"
"581",325331.206811787,388123.34272576,51,"1","6","6.1"
"582",325185.189456021,388015.820854048,52,"1","6","6.1"
"583",325060.93167433,387925.279616213,53,"1","6","6.1"
"584",324915.964423675,387806.278070275,54,"1","6","6.1"
"585",324750.287904268,387666.5962516,55,"1","6","6.1"
"586",324618.270721511,387529.484852494,56,"1","6","6.1"
"587",324582.033833009,387356.175409412,57,"1","6","6.1"
"588",324558.735397416,387278.565367849,58,"1","6","6.1"
"589",324532.846633585,387195.785544243,59,"1","6","6.1"
"590",324567.778184462,387098.076714049,60,"1","6","6.1"
"591",324571.67815751,387087.146655362,61,"1","6","6.1"
"592",324628.728922946,387020.108171134,62,"1","6","6.1"
"593",324654.619698426,386958.018900584,63,"1","6","6.1"
"594",324664.970979609,386893.349398501,64,"1","6","6.1"
"595",324701.211958925,386813.160336763,65,"1","6","6.1"
"596",324734.10225853,386781.261353744,66,"1","6","6.1"
"597",324789.232895094,386727.802370321,67,"1","6","6.1"
"598",324810.563097739,386689.222957547,68,"1","6","6.1"
"599",324843.594009479,386629.503863838,69,"1","6","6.1"
"600",324910.905601789,386507.925762983,70,"1","6","6.1"
"601",325045.518222845,386293.219104111,71,"1","6","6.1"
"602",325058.728485017,386270.349572829,72,"1","6","6.1"
"603",325123.190040836,386158.701173095,73,"1","6","6.1"
"604",325137.730145588,386140.671531059,74,"1","6","6.1"
"605",325198.261000533,386065.583171126,75,"1","6","6.1"
"606",325294.041930897,385969.865312942,76,"1","6","6.1"
"607",325387.243464598,385837.947496319,77,"1","6","6.1"
"608",325504.346148317,385621.280549941,78,"1","6","6.1"
"609",325620.839136478,385393.633925204,79,"1","6","6.1"
"610",325745.101346259,385209.977156454,80,"1","6","6.1"
"611",325827.942939627,385093.569044314,81,"1","6","6.1"
"612",325983.264615218,384933.192579756,82,"1","6","6.1"
"613",326038.387277353,384747.764726357,83,"1","6","6.1"
"614",326121.229546712,384569.27702808,84,"1","6","6.1"
"615",326206.661985444,384385.609526019,85,"1","6","6.1"
"616",326250.673890528,384264.031045692,86,"1","6","6.1"
"617",326255.855446907,384157.971590638,87,"1","6","6.1"
"618",326341.278114703,383953.614369127,88,"1","6","6.1"
"619",326395.650044535,383811.346010963,89,"1","6","6.1"
"620",326515.23300817,383592.129106611,90,"1","6","6.1"
"621",326611.016235679,383354.142335051,91,"1","6","6.1"
"622",326639.498390866,383211.873558183,92,"1","6","6.1"
"623",326639.500602023,383074.774388108,93,"1","6","6.1"
"624",326626.554997004,382816.085711952,94,"1","6","6.1"
"625",326621.527805367,382627.696832619,95,"1","6","6.1"
"626",326624.119434399,382531.987245755,96,"1","6","6.1"
"627",326629.300990057,382425.928114805,97,"1","6","6.1"
"628",326621.533310942,382286.238732894,98,"1","6","6.1"
"629",326587.884710237,382224.158603412,99,"1","6","6.1"
"630",326528.546542355,382117.428256155,100,"1","6","6.1"
"631",326510.217311144,382084.468420199,101,"1","6","6.1"
"632",326486.75848744,382027.868184379,102,"1","6","6.1"
"633",326435.150769503,381903.388084737,103,"1","6","6.1"
"634",326354.633948936,381735.417810374,104,"1","6","6.1"
"635",326203.979857994,381421.167195857,105,"1","6","6.1"
"636",326173.791020693,381358.187143981,106,"1","6","6.1"
"637",326156.971479183,381335.227162107,107,"1","6","6.1"
"638",326043.484800406,381180.276214289,108,"1","6","6.1"
"639",325978.497792128,381008.836009971,109,"1","6","6.1"
"640",325963.059367617,380923.896533067,110,"1","6","6.1"
"641",325947.740885408,380839.656570232,111,"1","6","6.1"
"642",325839.100874962,380242.158633246,112,"1","6","6.1"
"643",325816.491330129,379609.271847667,113,"1","6","6.1"
"644",325816.351554051,379605.472118679,114,"1","6","6.1"
"645",325725.338432779,379196.18300721,115,"1","6","6.1"
"646",325720.688925555,379175.932934536,116,"1","6","6.1"
"647",325674.65701051,378975.492940238,117,"1","6","6.1"
"648",325674.65701051,378975.492940238,1,"1","7","7.1"
"649",325619.15659248,378733.823948883,2,"1","7","7.1"
"650",325528.146720241,378142.626135016,3,"1","7","7.1"
"651",325566.362045509,377798.9387404,4,"1","7","7.1"
"652",325573.662996749,377733.329437875,5,"1","7","7.1"
"653",325489.64884446,377408.719873942,6,"1","7","7.1"
"654",325482.073497703,377105.541515706,7,"1","7","7.1"
"655",325537.699631433,376705.314840829,8,"1","7","7.1"
"656",325557.932086544,376559.815975619,9,"1","7","7.1"
"657",325635.129484113,376069.440253968,10,"1","7","7.1"
"658",325664.132215004,375885.241814411,11,"1","7","7.1"
"659",325701.71529977,375675.583680065,12,"1","7","7.1"
"660",325755.159764151,375377.416317805,13,"1","7","7.1"
"661",325755.162892457,375182.767428434,14,"1","7","7.1"
"662",325755.163174981,375165.187702079,15,"1","7","7.1"
"663",325732.415694866,375021.178111303,16,"1","7","7.1"
"664",325710.707458681,374912.728269947,17,"1","7","7.1"
"665",325686.899550327,374793.788645175,18,"1","7","7.1"
"666",325715.571749062,374650.580114557,19,"1","7","7.1"
"667",325724.832392083,374604.300326432,20,"1","7","7.1"
"668",325813.296050475,374352.703240161,21,"1","7","7.1"
"669",325823.446286915,374323.853576587,22,"1","7","7.1"
"670",325861.907780967,374219.024823886,23,"1","7","7.1"
"671",325906.879652377,374096.476285916,24,"1","7","7.1"
"672",325952.601444343,373960.837819534,25,"1","7","7.1"
"673",325948.22174554,373945.968062028,26,"1","7","7.1"
"674",325937.462360936,373909.408107722,27,"1","7","7.1"
"675",325914.673716774,373831.988101684,28,"1","7","7.1"
"676",325853.636698963,373660.088022298,29,"1","7","7.1"
"677",325839.377529014,373619.928098863,30,"1","7","7.1"
"678",325831.248104183,373597.018128007,31,"1","7","7.1"
"679",325831.251634534,373377.209286754,32,"1","7","7.1"
"680",325869.174492278,373180.141068847,33,"1","7","7.1"
"681",325907.110740769,372778.434231458,34,"1","7","7.1"
"682",325907.113539917,372604.105092191,35,"1","7","7.1"
"683",325990.544144668,372528.307143255,36,"1","7","7.1"
"684",326006.515424118,372436.567967732,37,"1","7","7.1"
"685",326020.886740132,372353.978490744,38,"1","7","7.1"
"686",326119.501850573,371997.742223451,39,"1","7","7.1"
"687",326248.457974374,371565.706826349,40,"1","7","7.1"
"688",326384.991035887,371338.320276309,41,"1","7","7.1"
"689",326395.311512465,371303.950791422,42,"1","7","7.1"
"690",326453.264281021,371110.942734465,43,"1","7","7.1"
"691",326468.439653948,370769.865241354,44,"1","7","7.1"
"692",326468.44318162,370550.05639389,45,"1","7","7.1"
"693",326606.377362332,370232.79068861,46,"1","7","7.1"
"694",326712.570301344,370005.403647773,47,"1","7","7.1"
"695",326709.080842817,369987.96370178,48,"1","7","7.1"
"696",326689.822330126,369891.713962232,49,"1","7","7.1"
"697",326621.555044743,369747.693529371,50,"1","7","7.1"
"698",326697.406726861,369611.265736424,51,"1","7","7.1"
"699",326788.427782414,369527.897462331,52,"1","7","7.1"
"700",326932.5503991,369308.091250737,53,"1","7","7.1"
"701",326985.652893993,369133.762957242,54,"1","7","7.1"
"702",326940.145143443,369012.48323013,55,"1","7","7.1"
"703",326864.287490249,368891.212468893,56,"1","7","7.1"
"704",327081.528639058,368736.156969328,57,"1","7","7.1"
"705",327129.76881115,368701.728115035,58,"1","7","7.1"
"706",327152.530292391,368603.198951422,59,"1","7","7.1"
"707",327129.772580407,368466.759469548,60,"1","7","7.1"
"708",326887.061735435,367996.828388693,61,"1","7","7.1"
"709",326720.195924682,367784.596755954,62,"1","7","7.1"
"710",326560.909971697,367595.105260916,63,"1","7","7.1"
"711",326401.623289172,367451.09379791,64,"1","7","7.1"
"712",326257.517863193,367208.542944321,65,"1","7","7.1"
"713",326166.493951633,366859.883515176,66,"1","7","7.1"
"714",326036.270039853,366527.143391734,67,"1","7","7.1"
"715",325899.744226946,366322.492142927,68,"1","7","7.1"
"716",325716.149272163,366080.050831676,69,"1","7","7.1"
"717",325687.360027355,366042.040386308,70,"1","7","7.1"
"718",325505.323461723,365882.868441229,71,"1","7","7.1"
"719",325406.726961368,365708.5380392,72,"1","7","7.1"
"720",325323.290618849,365511.467863827,73,"1","7","7.1"
"721",325262.613934226,365329.557846176,74,"1","7","7.1"
"722",325095.750297981,364980.897201571,75,"1","7","7.1"
"723",325035.064561039,364753.507803033,76,"1","7","7.1"
"724",325035.070381584,364389.689708543,77,"1","7","7.1"
"725",324974.394823571,364116.830381501,78,"1","7","7.1"
"726",325007.367366636,363813.786934842,79,"1","7","7.1"
"727",325007.367366636,363813.786934842,1,"1","8","8.1"
"728",325012.330200553,363768.173011477,2,"1","8","8.1"
"729",325217.134552944,363434.678429057,3,"1","8","8.1"
"730",325286.39656454,363280.320384415,4,"1","8","8.1"
"731",325467.722097395,362876.235638023,5,"1","8","8.1"
"732",325604.254586166,362664.009183553,6,"1","8","8.1"
"733",325960.75648121,362421.476112129,7,"1","8","8.1"
"734",326238.385734654,362353.43098059,8,"1","8","8.1"
"735",326362.765447631,362322.943231004,9,"1","8","8.1"
"736",326690.063190059,362345.618403278,10,"1","8","8.1"
"737",326818.072501733,362354.480397597,11,"1","8","8.1"
"738",327128.860337786,362376.015095449,12,"1","8","8.1"
"739",327815.516054971,362400.52596868,13,"1","8","8.1"
"740",327978.384990923,362406.348610299,14,"1","8","8.1"
"741",328484.262768046,362367.506724734,15,"1","8","8.1"
"742",328688.991637549,362351.790209056,16,"1","8","8.1"
"743",328704.97162205,362347.320561861,17,"1","8","8.1"
"744",329257.880913634,362192.630285325,18,"1","8","8.1"
"745",329593.979065478,362188.215640035,19,"1","8","8.1"
"746",329834.347661588,362185.059626518,20,"1","8","8.1"
"747",330251.526017133,362139.58660494,21,"1","8","8.1"
"748",330319.995817137,362135.987789316,22,"1","8","8.1"
"749",330683.873909526,362116.853519417,23,"1","8","8.1"
"750",330756.453738452,362093.784793189,24,"1","8","8.1"
"751",331017.613737318,362010.749437444,25,"1","8","8.1"
"752",331321.025125116,361806.105553448,26,"1","8","8.1"
"753",331654.767265133,361555.982446038,27,"1","8","8.1"
"754",331867.158038915,361427.136726024,28,"1","8","8.1"
"755",331947.366204734,361351.208003383,29,"1","8","8.1"
"756",331947.367508695,361351.200832261,30,"1","8","8.1"
"757",331947.367508695,361351.200832261,1,"1","9","9.1"
"758",331954.109796038,361303.726023314,2,"1","9","9.1"
"759",331961.650084239,361273.566275949,3,"1","9","9.1"
"760",331984.892166819,361207.386785078,4,"1","9","9.1"
"761",332010.425237213,361173.520497695,5,"1","9","9.1"
"762",332259.631020315,360862.276713096,6,"1","9","9.1"
"763",332325.037526902,360771.973523784,7,"1","9","9.1"
"764",332523.215138393,360498.360140015,8,"1","9","9.1"
"765",332671.77947414,360349.920855827,9,"1","9","9.1"
"766",332820.344846168,360177.539734914,10,"1","9","9.1"
"767",332959.324394076,360043.466050199,11,"1","9","9.1"
"768",333190.729508244,359911.458485076,12,"1","9","9.1"
"769",333315.331989224,359791.749671279,13,"1","9","9.1"
"770",333444.728439318,359566.695548993,14,"1","9","9.1"
"771",333540.578456116,359351.217622581,15,"1","9","9.1"
"772",333607.675009729,359102.220010881,16,"1","9","9.1"
"773",333708.316845081,358915.47301627,17,"1","9","9.1"
"774",333734.490106961,358840.756977221,18,"1","9","9.1"
"775",333775.412477193,358723.936789761,19,"1","9","9.1"
"776",333789.792098005,358570.706982341,20,"1","9","9.1"
"777",333756.247027507,358474.938118606,21,"1","9","9.1"
"778",333665.194127125,358388.744741372,22,"1","9","9.1"
"779",333511.841271191,358302.550691164,23,"1","9","9.1"
"780",333368.072647552,358216.356468968,24,"1","9","9.1"
"781",333175.254297747,358094.907798441,25,"1","9","9.1"
"782",332964.392499379,358047.020092427,26,"1","9","9.1"
"783",332446.823588113,357893.782085541,27,"1","9","9.1"
"784",332301.853303348,357879.131726346,28,"1","9","9.1"
"785",332020.307195085,357850.679293627,29,"1","9","9.1"
"786",331727.975213606,357831.521141398,30,"1","9","9.1"
"787",331469.189608496,357826.728303304,31,"1","9","9.1"
"788",331157.689124572,357769.262254969,32,"1","9","9.1"
"789",330857.401879547,357741.34116778,33,"1","9","9.1"
"790",330675.671856477,357735.16292709,34,"1","9","9.1"
"791",330229.913939521,357695.030317327,35,"1","9","9.1"
"792",330143.724099118,357687.270413919,36,"1","9","9.1"
"793",329789.092012808,357677.687678766,37,"1","9","9.1"
"794",329381.743133156,357735.142221453,38,"1","9","9.1"
"795",329031.902715138,357763.86748134,39,"1","9","9.1"
"796",328761.320054433,357771.835182506,40,"1","9","9.1"
"797",328483.366103054,357719.158046118,41,"1","9","9.1"
"798",328372.244151941,357670.881443622,42,"1","9","9.1"
"799",328262.920515321,357623.385872612,43,"1","9","9.1"
"800",328080.814710227,357450.999458432,44,"1","9","9.1"
"801",327952.18804539,357297.861571138,45,"1","9","9.1"
"802",327855.57959718,357182.843706246,46,"1","9","9.1"
"803",327683.057986462,357053.553077514,47,"1","9","9.1"
"804",327665.98678365,357031.378329018,48,"1","9","9.1"
"805",327539.290967599,356866.802175321,49,"1","9","9.1"
"806",327454.115307818,356749.77689965,50,"1","9","9.1"
"807",327347.602054969,356603.435327634,51,"1","9","9.1"
"808",327194.251164699,356373.588315415,52,"1","9","9.1"
"809",327107.992547182,356182.049638902,53,"1","9","9.1"
"810",327055.279327565,356004.876599796,54,"1","9","9.1"
"811",327012.151699854,355803.761877083,55,"1","9","9.1"
"812",326982.798174226,355665.981273226,56,"1","9","9.1"
"813",326915.708213045,355503.173758078,57,"1","9","9.1"
"814",326819.8646126,355297.269500256,58,"1","9","9.1"
"815",326700.059560012,355115.307348567,59,"1","9","9.1"
"816",326623.385248164,354918.980457206,60,"1","9","9.1"
"817",326565.881142087,354674.769546325,61,"1","9","9.1"
"818",326507.852091197,354419.333833169,62,"1","9","9.1"
"819",326475.383255214,354001.555598018,63,"1","9","9.1"
"820",326469.521070801,353926.124865251,64,"1","9","9.1"
"821",326402.432327777,353686.702167479,65,"1","9","9.1"
"822",326244.288386074,353504.739404123,66,"1","9","9.1"
"823",326110.105249861,353380.237757474,67,"1","9","9.1"
"824",325975.921655512,353284.466967219,68,"1","9","9.1"
"825",325870.490973002,353236.58096112,69,"1","9","9.1"
"826",325789.022948598,353150.38807211,70,"1","9","9.1"
"827",325721.932045951,353025.887821356,71,"1","9","9.1"
"828",325654.84108763,352925.329733471,72,"1","9","9.1"
"829",325591.141946042,352874.087320231,73,"1","9","9.1"
"830",325519.25802183,352816.624788462,74,"1","9","9.1"
"831",325317.9827813,352663.391869977,75,"1","9","9.1"
"832",325255.021780069,352581.333113963,76,"1","9","9.1"
"833",325207.761670101,352519.73713706,77,"1","9","9.1"
"834",325198.178005823,352443.122128383,78,"1","9","9.1"
"835",325222.141405211,352337.777123665,79,"1","9","9.1"
"836",325270.065666796,352265.951398176,80,"1","9","9.1"
"837",325274.859165959,352189.336618286,81,"1","9","9.1"
"838",325265.277733563,351993.010794505,82,"1","9","9.1"
"839",325274.864426666,351858.934703943,83,"1","9","9.1"
"840",325361.129022413,351696.129629709,84,"1","9","9.1"
"841",325461.478397736,351533.144522973,85,"1","9","9.1"
"842",325465.081664253,351527.292602101,86,"1","9","9.1"
"843",325467.051177995,351523.704128558,87,"1","9","9.1"
"844",325467.051177995,351523.704128558,1,"1","10","10.1"
"845",325537.489164548,351395.381240427,2,"1","10","10.1"
"846",325639.223481231,351175.206945274,3,"1","10","10.1"
"847",325697.630455415,351074.672694306,4,"1","10","10.1"
"848",325746.54787032,351006.011087123,5,"1","10","10.1"
"849",325887.039030613,350863.018133795,6,"1","10","10.1"
"850",325933.591585485,350815.636528402,7,"1","10","10.1"
"851",325987.831632905,350766.544401925,8,"1","10","10.1"
"852",325992.133402796,350762.650865965,9,"1","10","10.1"
"853",326032.795980454,350747.500844958,10,"1","10","10.1"
"854",326292.191247965,350602.222190218,11,"1","10","10.1"
"855",326440.754832028,350520.821004885,12,"1","10","10.1"
"856",326732.219372986,350360.076335953,13,"1","10","10.1"
"857",327007.669465013,350177.847646311,14,"1","10","10.1"
"858",327023.946501787,350167.057943563,15,"1","10","10.1"
"859",327116.091537209,350100.348226865,16,"1","10","10.1"
"860",327179.108288346,350038.606018194,17,"1","10","10.1"
"861",327223.026209237,350004.898435648,18,"1","10","10.1"
"862",327299.195801888,349964.433216794,19,"1","10","10.1"
"863",327390.004162809,349932.917817227,20,"1","10","10.1"
"864",327490.563872987,349907.781630435,21,"1","10","10.1"
"865",327781.003941941,349868.599222575,22,"1","10","10.1"
"866",327924.404450891,349859.941700796,23,"1","10","10.1"
"867",327987.334610923,349852.439406574,24,"1","10","10.1"
"868",328054.287655021,349832.465581392,25,"1","10","10.1"
"869",328115.104920317,349805.463286643,26,"1","10","10.1"
"870",328149.861674014,349794.247847332,27,"1","10","10.1"
"871",328245.052553078,349744.095695853,28,"1","10","10.1"
"872",328325.809555584,349693.650275362,29,"1","10","10.1"
"873",328360.643460244,349647.915889712,30,"1","10","10.1"
"874",328375.242567224,349609.301148427,31,"1","10","10.1"
"875",328389.406502303,349592.015660493,32,"1","10","10.1"
"876",328410.063423484,349564.193585588,33,"1","10","10.1"
"877",328429.631113189,349528.190523258,34,"1","10","10.1"
"878",328454.194134413,349493.544516311,35,"1","10","10.1"
"879",328489.347566827,349462.879966214,36,"1","10","10.1"
"880",328535.720897122,349391.775565017,37,"1","10","10.1"
"881",328722.813422727,349104.90447633,38,"1","10","10.1"
"882",328783.072333708,349035.964677379,39,"1","10","10.1"
"883",328839.21004401,348971.73951313,40,"1","10","10.1"
"884",329049.726088926,348851.233768789,41,"1","10","10.1"
"885",329168.141488754,348752.637657421,42,"1","10","10.1"
"886",329208.656895904,348706.856749334,43,"1","10","10.1"
"887",329270.958325369,348635.030923557,44,"1","10","10.1"
"888",329496.202167916,348357.305603013,45,"1","10","10.1"
"889",329619.414311509,348162.71664859,46,"1","10","10.1"
"890",329644.768200783,348122.674694547,47,"1","10","10.1"
"891",329731.754969033,347908.836510689,48,"1","10","10.1"
"892",329780.902927087,347568.895130259,49,"1","10","10.1"
"893",329794.062121448,347477.878541679,50,"1","10","10.1"
"894",329808.552947004,347136.300609025,51,"1","10","10.1"
"895",329818.032520734,346912.844033097,52,"1","10","10.1"
"896",329818.037314073,346611.914840146,53,"1","10","10.1"
"897",329818.039537599,346472.30833179,54,"1","10","10.1"
"898",329822.951680707,346150.48609061,55,"1","10","10.1"
"899",329698.35377647,345982.888951884,56,"1","10","10.1"
"900",329497.078517823,345829.656021666,57,"1","10","10.1"
"901",329243.088064932,345642.903026299,58,"1","10","10.1"
"902",329091.086591636,345497.095622343,59,"1","10","10.1"
"903",329003.475461908,345413.054298597,60,"1","10","10.1"
"904",328779.332239956,345208.61285166,61,"1","10","10.1"
"905",328669.861273088,345139.388717745,62,"1","10","10.1"
"906",328425.454463087,345010.09694302,63,"1","10","10.1"
"907",328153.286525914,344983.343923965,64,"1","10","10.1"
"908",328153.286525914,344983.343923965,1,"1","11","11.1"
"909",328133.122931912,344981.361760071,2,"1","11","11.1"
"910",328063.364679413,344979.908820004,3,"1","11","11.1"
"911",327903.090980802,344976.569733598,4,"1","11","11.1"
"912",327700.34771144,345020.765197382,5,"1","11","11.1"
"913",327639.512409336,345034.026607033,6,"1","11","11.1"
"914",327371.140907066,345091.483730604,7,"1","11","11.1"
"915",327330.967960306,345104.158739016,8,"1","11","11.1"
"916",327097.976669284,345177.670984844,9,"1","11","11.1"
"917",326977.299368919,345218.428213177,10,"1","11","11.1"
"918",326834.408355055,345266.687407815,11,"1","11","11.1"
"919",326757.71941043,345292.588031138,12,"1","11","11.1"
"920",326625.07532574,345319.272353281,13,"1","11","11.1"
"921",326516.732693866,345341.067972099,14,"1","11","11.1"
"922",326514.230934728,345341.571216186,15,"1","11","11.1"
"923",326430.38280146,345374.150993555,16,"1","11","11.1"
"924",326306.543038075,345455.287899874,17,"1","11","11.1"
"925",326218.178510177,345480.215344064,18,"1","11","11.1"
"926",326129.891947693,345501.326111689,19,"1","11","11.1"
"927",326047.098623235,345534.004672088,20,"1","11","11.1"
"928",325929.668801603,345579.340075281,21,"1","11","11.1"
"929",325855.299514328,345618.351866639,22,"1","11","11.1"
"930",325769.036745053,345666.234824685,23,"1","11","11.1"
"931",325673.189645147,345699.752201437,24,"1","11","11.1"
"932",325577.34221938,345733.269904173,25,"1","11","11.1"
"933",325471.911114903,345752.421699738,26,"1","11","11.1"
"934",325414.402859496,345747.632418393,27,"1","11","11.1"
"935",325337.725660099,345752.419567882,28,"1","11","11.1"
"936",325323.718801798,345751.520018851,29,"1","11","11.1"
"937",325305.459459883,345750.347246913,30,"1","11","11.1"
"938",325208.176481638,345744.098984116,31,"1","11","11.1"
"939",325091.36907973,345758.89999727,32,"1","11","11.1"
"940",324915.027896993,345789.671177906,33,"1","11","11.1"
"941",324817.273534533,345806.77019326,34,"1","11","11.1"
"942",324765.886900896,345817.917570574,35,"1","11","11.1"
"943",324679.24901801,345841.087786889,36,"1","11","11.1"
"944",324572.674124624,345880.289754282,37,"1","11","11.1"
"945",324500.152639399,345903.330136389,38,"1","11","11.1"
"946",324446.302090421,345912.959148145,39,"1","11","11.1"
"947",324390.918873087,345922.556843319,40,"1","11","11.1"
"948",324355.642702901,345923.37020786,41,"1","11","11.1"
"949",324315.245600983,345929.447761837,42,"1","11","11.1"
"950",324301.823470576,345931.467203291,43,"1","11","11.1"
"951",324257.135007721,345942.815479103,44,"1","11","11.1"
"952",324242.620873433,345946.998958542,45,"1","11","11.1"
"953",324225.105132359,345961.097147166,46,"1","11","11.1"
"954",324199.416735072,345985.3162962,47,"1","11","11.1"
"955",324164.229492692,346010.418648807,48,"1","11","11.1"
"956",324151.98104141,346019.156491818,49,"1","11","11.1"
"957",324119.62063191,346038.048353683,50,"1","11","11.1"
"958",324112.372820709,346042.27921285,51,"1","11","11.1"
"959",323993.926566982,346093.163109495,52,"1","11","11.1"
"960",323889.540261148,346147.596945061,53,"1","11","11.1"
"961",323816.135671297,346175.469685646,54,"1","11","11.1"
"962",323749.577309445,346199.061688665,55,"1","11","11.1"
"963",323642.025855065,346237.183731918,56,"1","11","11.1"
